COMPANY,CATEGORY,SOURCE_COMPANY,N
"Asana, Inc.",Account Manager,Microsoft Corp.,9
"Asana, Inc.",Account Manager,"Salesforce, Inc.",7
"Asana, Inc.",Account Manager,"Zendesk, Inc.",4
"Asana, Inc.",Account Manager,"DocuSign, Inc.",4
"Asana, Inc.",Account Manager,"Dropbox, Inc.",4
"Asana, Inc.",Account Manager,"Recruit Holdings Co., Ltd.",2
"Asana, Inc.",Account Manager,"Qualtrics International, Inc.",2
"Asana, Inc.",Account Manager,"Alphabet, Inc.",1
"Asana, Inc.",Account Manager,Seer Interactive LLC,1
"Asana, Inc.",Account Manager,Gresham House Plc,1
"Asana, Inc.",Account Manager,"ON24, Inc.",1
"Asana, Inc.",Account Manager,"Roper Technologies, Inc.",1
"Asana, Inc.",Account Manager,"Fastly, Inc.",1
"Asana, Inc.",Account Manager,"Upwork, Inc.",1
"Asana, Inc.",Account Manager,"Advance Publications, Inc.",1
"Asana, Inc.",Account Manager,Oracle Corp.,1
"Asana, Inc.",Account Manager,"Adobe, Inc.",1
"Asana, Inc.",Account Manager,"Wrike, Inc.",1
"Asana, Inc.",Account Manager,"Sender, Inc.",1
"Asana, Inc.",Account Manager,"Sprout Social, Inc.",1
"Asana, Inc.",Account Manager,WPP Plc,1
"Asana, Inc.",Account Manager,Schneider Electric SE,1
"Asana, Inc.",Account Manager,"People Center, Inc.",1
"Asana, Inc.",Account Manager,Merck KGaA,1
"Asana, Inc.",Account Manager,"Udemy, Inc.",1
"Asana, Inc.",Account Manager,"Fuji Soft, Inc.",1
"Asana, Inc.",Account Manager,"ServiceNow, Inc.",1
"Asana, Inc.",Account Manager,"Intercom, Inc. (California)",1
"Asana, Inc.",Account Manager,Sinch AB,1
"Asana, Inc.",Account Manager,"Appier Group, Inc.",1
"Asana, Inc.",Account Manager,"Zuora, Inc.",1
"Asana, Inc.",Account Manager,Accenture Plc,1
"Asana, Inc.",Account Manager,"Omni Projects, Inc.",1
"Asana, Inc.",Account Manager,Learning Technologies Group Plc,1
"Asana, Inc.",Account Manager,"Seismic Software, Inc.",1
"Asana, Inc.",Account Manager,"Gartner, Inc.",1
"Asana, Inc.",Accountant,"Stripe, Inc.",2
"Asana, Inc.",Accountant,"Dropbox, Inc.",2
"Asana, Inc.",Accountant,Nektar Therapeutics,2
"Asana, Inc.",Accountant,"Global Medical REIT, Inc.",1
"Asana, Inc.",Accountant,"Corteva, Inc.",1
"Asana, Inc.",Accountant,Curriculum Associates LLC,1
"Asana, Inc.",Accountant,"NerdWallet, Inc.",1
"Asana, Inc.",Accountant,"Pluralsight, Inc.",1
"Asana, Inc.",Accountant,"Meta Platforms, Inc.",1
"Asana, Inc.",Accountant,"Zendesk, Inc.",1
"Asana, Inc.",Accountant,Ernst & Young Global Ltd.,1
"Asana, Inc.",Accountant,"Uber Technologies, Inc.",1
"Asana, Inc.",Accountant,"Yahoo, Inc.",1
"Asana, Inc.",Accountant,Wix.com Ltd.,1
"Asana, Inc.",Accountant,"Airbnb, Inc.",1
"Asana, Inc.",Agent,"HubSpot, Inc.",1
"Asana, Inc.",Application Engineer,"Intuit, Inc.",2
"Asana, Inc.",Application Engineer,The Michael R. Bloomberg BI Revocable Trust,2
"Asana, Inc.",Application Engineer,"Meta Platforms, Inc.",2
"Asana, Inc.",Application Engineer,"Amazon.com, Inc.",2
"Asana, Inc.",Application Engineer,"Quora, Inc.",1
"Asana, Inc.",Application Engineer,"Addepar, Inc.",1
"Asana, Inc.",Application Engineer,The New York Times Co.,1
"Asana, Inc.",Application Engineer,"Recruit Holdings Co., Ltd.",1
"Asana, Inc.",Application Engineer,"Okta, Inc.",1
"Asana, Inc.",Application Engineer,BigTinCan Holdings Ltd.,1
"Asana, Inc.",Application Engineer,Stanford University,1
"Asana, Inc.",Application Engineer,"Infoblox, Inc.",1
"Asana, Inc.",Application Engineer,"Dropbox, Inc.",1
"Asana, Inc.",Application Engineer,Microsoft Corp.,1
"Asana, Inc.",Application Engineer,"Salesforce, Inc.",1
"Asana, Inc.",Application Engineer,"Cisco Systems, Inc.",1
"Asana, Inc.",Application Engineer,"Pluralsight, Inc.",1
"Asana, Inc.",Application Engineer,"Alphabet, Inc.",1
"Asana, Inc.",Application Engineer,"DoorDash, Inc.",1
"Asana, Inc.",Application Engineer,"Flexport, Inc.",1
"Asana, Inc.",Application Engineer,"Kiavi Funding, Inc.",1
"Asana, Inc.",Application Engineer,"8x8, Inc.",1
"Asana, Inc.",Application Engineer,Spotify Technology SA,1
"Asana, Inc.",Auditor,"Douyin Co., Ltd.",1
"Asana, Inc.",Auditor,"AppDirect, Inc.",1
"Asana, Inc.",Auditor,"Salesforce, Inc.",1
"Asana, Inc.",Auditor,Enero Group Ltd.,1
"Asana, Inc.",Auditor,"Databricks, Inc.",1
"Asana, Inc.",Auditor,"Uber Technologies, Inc.",1
"Asana, Inc.",Auditor,"Rakuten Group, Inc.",1
"Asana, Inc.",Auditor,KPMG International Cooperative,1
"Asana, Inc.",Auditor,"Anaplan, Inc.",1
"Asana, Inc.",Auditor,Deloitte LLP (New York),1
"Asana, Inc.",Auditor,"Amazon.com, Inc.",1
"Asana, Inc.",Auditor,"DocuSign, Inc.",1
"Asana, Inc.",Auditor,"Tricida, Inc.",1
"Asana, Inc.",Auditor,"Synaptics, Inc.",1
"Asana, Inc.",Benefits Specialist,"Airbnb, Inc.",1
"Asana, Inc.",Billing Specialist,PricewaterhouseCoopers International Ltd.,2
"Asana, Inc.",Billing Specialist,"Snowflake, Inc.",1
"Asana, Inc.",Billing Specialist,"Iterable, Inc.",1
"Asana, Inc.",Billing Specialist,"Dropbox, Inc.",1
"Asana, Inc.",Billing Specialist,Morgan Stanley,1
"Asana, Inc.",Billing Specialist,"Twilio, Inc.",1
"Asana, Inc.",Billing Specialist,Open Text Corp.,1
"Asana, Inc.",Billing Specialist,"Ethos Technologies, Inc.",1
"Asana, Inc.",Billing Specialist,"Airbnb, Inc.",1
"Asana, Inc.",Brand Manager,Microsoft Corp.,2
"Asana, Inc.",Brand Manager,"Unity Software, Inc.",1
"Asana, Inc.",Brand Manager,Jardine Matheson Holdings Ltd.,1
"Asana, Inc.",Brand Manager,McKesson Corp.,1
"Asana, Inc.",Brand Manager,Publicis Groupe SA,1
"Asana, Inc.",Brand Manager,CVS Health Corp.,1
"Asana, Inc.",Brand Manager,"Dropbox, Inc.",1
"Asana, Inc.",Brand Manager,"Salesforce, Inc.",1
"Asana, Inc.",Business Analyst,Ernst & Young Global Ltd.,1
"Asana, Inc.",Business Analyst,Microsoft Corp.,1
"Asana, Inc.",Business Analyst,"Brighthouse Financial, Inc.",1
"Asana, Inc.",Business Analyst,Piper Sandler Cos.,1
"Asana, Inc.",Business Analyst,"Cisco Systems, Inc.",1
"Asana, Inc.",Business Operations,Microsoft Corp.,2
"Asana, Inc.",Business Operations,"Zoom Video Communications, Inc.",2
"Asana, Inc.",Business Operations,LVMH Moët Hennessy Louis Vuitton SE,1
"Asana, Inc.",Business Operations,"Analog Devices, Inc.",1
"Asana, Inc.",Business Operations,66degrees LLC,1
"Asana, Inc.",Business Operations,"Hawaiian Holdings, Inc.",1
"Asana, Inc.",Business Operations,"Huron Consulting Group, Inc.",1
"Asana, Inc.",Business Operations,"Salesforce, Inc.",1
"Asana, Inc.",Business Operations,"DocuSign, Inc.",1
"Asana, Inc.",Business Operations,SAP SE,1
"Asana, Inc.",Business Operations,"6Sense Insights, Inc.",1
"Asana, Inc.",Business Operations,"Cisco Systems, Inc.",1
"Asana, Inc.",Business Operations,"Samsara, Inc.",1
"Asana, Inc.",Business Operations,"Cornerstone OnDemand, Inc.",1
"Asana, Inc.",Business Process Specialist,"HP, Inc.",1
"Asana, Inc.",Business Process Specialist,Microsoft Corp.,1
"Asana, Inc.",Case Manager,"Meta Platforms, Inc.",2
"Asana, Inc.",Case Manager,"Cisco Systems, Inc.",1
"Asana, Inc.",Case Manager,"Salesforce, Inc.",1
"Asana, Inc.",Case Manager,"Albertsons Cos., Inc.",1
"Asana, Inc.",Cashier,"Saia, Inc.",1
"Asana, Inc.",Cashier,"Airbnb, Inc.",1
"Asana, Inc.",Cleaner,University of California,2
"Asana, Inc.",Cleaner,Accenture Plc,2
"Asana, Inc.",Cleaner,"Domino's Pizza, Inc.",1
"Asana, Inc.",Cleaner,"Dialpad, Inc.",1
"Asana, Inc.",Cleaner,Open Text Corp.,1
"Asana, Inc.",Cleaner,"Alphabet, Inc.",1
"Asana, Inc.",Cleaner,"Booking Holdings, Inc.",1
"Asana, Inc.",Cleaner,"Bright Horizons Family Solutions, Inc.",1
"Asana, Inc.",Cleaner,"Airbnb, Inc.",1
"Asana, Inc.",Cleaner,"CollectiveHealth, Inc.",1
"Asana, Inc.",Cleaner,"Automation Anywhere, Inc.",1
"Asana, Inc.",Cleaner,"Figma, Inc.",1
"Asana, Inc.",Cleaner,"Media Cause, Inc.",1
"Asana, Inc.",Cleaner,RELX Plc,1
"Asana, Inc.",Cleaner,"Salesforce, Inc.",1
"Asana, Inc.",Cleaner,"Sift Science, Inc.",1
"Asana, Inc.",Cleaner,"Seismic Software, Inc.",1
"Asana, Inc.",Cleaner,"Match Group, Inc.",1
"Asana, Inc.",Cleaner,"Palantir Technologies, Inc.",1
"Asana, Inc.",Cleaner,MRI Software LLC,1
"Asana, Inc.",Cleaner,"Uber Technologies, Inc.",1
"Asana, Inc.",Client Services,Unum Group,1
"Asana, Inc.",Client Services,TeamViewer SE,1
"Asana, Inc.",Client Services,"Certinia, Inc.",1
"Asana, Inc.",Client Services,"Morningstar, Inc.",1
"Asana, Inc.",Client Services,Sonata Software Ltd.,1
"Asana, Inc.",Client Services,"Navan, Inc.",1
"Asana, Inc.",Client Services,SAP SE,1
"Asana, Inc.",Client Services,OneTrust LLC,1
"Asana, Inc.",Client Services,San Miguel Corp.,1
"Asana, Inc.",Coach,Wells Fargo & Co.,1
"Asana, Inc.",Coach,"Salesforce, Inc.",1
"Asana, Inc.",Coach,Orkla ASA,1
"Asana, Inc.",Coach,"Zendesk, Inc.",1
"Asana, Inc.",Coach,"SlideRule Labs, Inc.",1
"Asana, Inc.",Coach,Alston & Bird LLP,1
"Asana, Inc.",Coach,"Booking Holdings, Inc.",1
"Asana, Inc.",Coach,"Strategic Education, Inc.",1
"Asana, Inc.",Coach,"Adobe, Inc.",1
"Asana, Inc.",Coach,Western Digital Corp.,1
"Asana, Inc.",Commercial Manager,Diageo Plc,1
"Asana, Inc.",Communications Specialist,"Meta Platforms, Inc.",4
"Asana, Inc.",Communications Specialist,"Lyft, Inc.",2
"Asana, Inc.",Communications Specialist,Neighborly Corp.,2
"Asana, Inc.",Communications Specialist,"Salesforce, Inc.",2
"Asana, Inc.",Communications Specialist,Stanford University,1
"Asana, Inc.",Communications Specialist,"ZenPayroll, Inc.",1
"Asana, Inc.",Communications Specialist,KDDI Corp.,1
"Asana, Inc.",Communications Specialist,"Uber Technologies, Inc.",1
"Asana, Inc.",Communications Specialist,"Alteryx, Inc.",1
"Asana, Inc.",Communications Specialist,Appen Ltd.,1
"Asana, Inc.",Communications Specialist,"DoorDash, Inc.",1
"Asana, Inc.",Communications Specialist,"Pinterest, Inc.",1
"Asana, Inc.",Communications Specialist,"Airbnb, Inc.",1
"Asana, Inc.",Communications Specialist,"Fastly, Inc.",1
"Asana, Inc.",Communications Specialist,"Bird Global, Inc.",1
"Asana, Inc.",Communications Specialist,"Take-Two Interactive Software, Inc.",1
"Asana, Inc.",Communications Specialist,"Coinbase Global, Inc.",1
"Asana, Inc.",Communications Specialist,Accenture Plc,1
"Asana, Inc.",Communications Specialist,"Udacity, Inc.",1
"Asana, Inc.",Communications Specialist,"Samsara, Inc.",1
"Asana, Inc.",Communications Specialist,"Opendoor Technologies, Inc.",1
"Asana, Inc.",Communications Specialist,Kahoot! ASA,1
"Asana, Inc.",Communications Specialist,The Charles Schwab Corp.,1
"Asana, Inc.",Content Specialist,"Meta Platforms, Inc.",5
"Asana, Inc.",Content Specialist,"Salesforce, Inc.",5
"Asana, Inc.",Content Specialist,"Yelp, Inc.",2
"Asana, Inc.",Content Specialist,Allianz SE,2
"Asana, Inc.",Content Specialist,"Uber Technologies, Inc.",2
"Asana, Inc.",Content Specialist,"Dropbox, Inc.",2
"Asana, Inc.",Content Specialist,Sodexo SA,2
"Asana, Inc.",Content Specialist,"Media Cause, Inc.",1
"Asana, Inc.",Content Specialist,SAP SE,1
"Asana, Inc.",Content Specialist,"Attentive Mobile, Inc.",1
"Asana, Inc.",Content Specialist,"Gap, Inc.",1
"Asana, Inc.",Content Specialist,"Bandai Namco Holdings, Inc.",1
"Asana, Inc.",Content Specialist,"Box, Inc.",1
"Asana, Inc.",Content Specialist,"Garuda Labs, Inc.",1
"Asana, Inc.",Content Specialist,"Alteryx, Inc.",1
"Asana, Inc.",Content Specialist,S4 Capital Plc,1
"Asana, Inc.",Content Specialist,"Shopify, Inc.",1
"Asana, Inc.",Content Specialist,"Sunrun, Inc.",1
"Asana, Inc.",Content Specialist,X Holdings Corp.,1
"Asana, Inc.",Content Specialist,Siege Media LLC,1
"Asana, Inc.",Content Specialist,"Amazon.com, Inc.",1
"Asana, Inc.",Content Specialist,"Noom, Inc.",1
"Asana, Inc.",Content Specialist,Accenture Plc,1
"Asana, Inc.",Content Specialist,"Degree, Inc.",1
"Asana, Inc.",Content Specialist,"Dialpad, Inc.",1
"Asana, Inc.",Content Specialist,"Qualtrics International, Inc.",1
"Asana, Inc.",Content Specialist,"Datadog, Inc.",1
"Asana, Inc.",Content Specialist,"Nordstrom, Inc.",1
"Asana, Inc.",Content Specialist,Comcast Corp.,1
"Asana, Inc.",Content Specialist,Fiverr International Ltd.,1
"Asana, Inc.",Content Specialist,"Intercom, Inc. (California)",1
"Asana, Inc.",Content Specialist,"Netflix, Inc.",1
"Asana, Inc.",Content Specialist,"CrowdStrike Holdings, Inc.",1
"Asana, Inc.",Content Specialist,"Alphabet, Inc.",1
"Asana, Inc.",Content Specialist,Microsoft Corp.,1
"Asana, Inc.",Content Specialist,Arch Capital Group Ltd.,1
"Asana, Inc.",Content Specialist,"Omnicom Group, Inc.",1
"Asana, Inc.",Content Specialist,Wolters Kluwer NV,1
"Asana, Inc.",Content Specialist,Decathlon SE,1
"Asana, Inc.",Content Specialist,"Recruit Holdings Co., Ltd.",1
"Asana, Inc.",Content Specialist,"Warner Bros. Discovery, Inc.",1
"Asana, Inc.",Contracts Specialist,"Anaplan, Inc.",1
"Asana, Inc.",Coordinator,"Salesforce, Inc.",2
"Asana, Inc.",Coordinator,"Qlik Technologies, Inc.",1
"Asana, Inc.",Coordinator,"Gilead Sciences, Inc.",1
"Asana, Inc.",Corporate Strategy,Microsoft Corp.,3
"Asana, Inc.",Corporate Strategy,"Lucid Software, Inc.",2
"Asana, Inc.",Corporate Strategy,Grab Holdings Ltd. (Singapore),2
"Asana, Inc.",Corporate Strategy,"Twilio, Inc.",2
"Asana, Inc.",Corporate Strategy,"Qualia Labs, Inc.",1
"Asana, Inc.",Corporate Strategy,"Databricks, Inc.",1
"Asana, Inc.",Corporate Strategy,"SAP America, Inc.",1
"Asana, Inc.",Corporate Strategy,"Yelp, Inc.",1
"Asana, Inc.",Corporate Strategy,"Uber Technologies, Inc.",1
"Asana, Inc.",Corporate Strategy,Accenture Plc,1
"Asana, Inc.",Corporate Strategy,Ernst & Young Global Ltd.,1
"Asana, Inc.",Corporate Strategy,Deutsche Telekom AG,1
"Asana, Inc.",Corporate Strategy,"NerdWallet, Inc.",1
"Asana, Inc.",Corporate Strategy,"Malwarebytes, Inc.",1
"Asana, Inc.",Corporate Strategy,Delivery Hero SE,1
"Asana, Inc.",Corporate Strategy,"NetApp, Inc.",1
"Asana, Inc.",Corporate Strategy,"Keysight Technologies, Inc.",1
"Asana, Inc.",Corporate Strategy,"Zendesk, Inc.",1
"Asana, Inc.",Corporate Strategy,"Recruit Holdings Co., Ltd.",1
"Asana, Inc.",Corporate Strategy,"Palantir Technologies, Inc.",1
"Asana, Inc.",Corporate Strategy,"Block, Inc.",1
"Asana, Inc.",Corporate Strategy,"Workday, Inc.",1
"Asana, Inc.",Corporate Strategy,"Cloudera, Inc.",1
"Asana, Inc.",Corporate Strategy,"Omada Health, Inc.",1
"Asana, Inc.",Corporate Strategy,"Getaround, Inc.",1
"Asana, Inc.",Corporate Strategy,Atlassian Corp.,1
"Asana, Inc.",Corporate Strategy,"Snowflake, Inc.",1
"Asana, Inc.",Corporate Strategy,"Fastly, Inc.",1
"Asana, Inc.",Corporate Trainer,"Kaiser Permanente, Inc.",1
"Asana, Inc.",Corporate Trainer,"Cisco Systems, Inc.",1
"Asana, Inc.",Corporate Trainer,University of Pennsylvania,1
"Asana, Inc.",Corporate Trainer,Bank of America Corp.,1
"Asana, Inc.",Corporate Trainer,"Stripe, Inc.",1
"Asana, Inc.",Corporate Trainer,"Workday, Inc.",1
"Asana, Inc.",Corporate Trainer,"Iterable, Inc.",1
"Asana, Inc.",Corporate Trainer,"Formagrid, Inc.",1
"Asana, Inc.",Corporate Trainer,"Salesforce, Inc.",1
"Asana, Inc.",Corporate Trainer,"Newsela, Inc.",1
"Asana, Inc.",Corporate Trainer,"Douyin Co., Ltd.",1
"Asana, Inc.",Corporate Trainer,X Holdings Corp.,1
"Asana, Inc.",Corporate Trainer,"Samsara, Inc.",1
"Asana, Inc.",Corporate Trainer,RELX Plc,1
"Asana, Inc.",Corporate Trainer,"Dolby Laboratories, Inc.",1
"Asana, Inc.",Crew Member,Government of the United States of America,1
"Asana, Inc.",Crew Member,"Texas Roadhouse, Inc.",1
"Asana, Inc.",Crew Member,"Veeva Systems, Inc.",1
"Asana, Inc.",Customer Experience Specialist,Synergie SA,1
"Asana, Inc.",Customer Experience Specialist,Microsoft Corp.,1
"Asana, Inc.",Customer Experience Specialist,Jardine Matheson Holdings Ltd.,1
"Asana, Inc.",Customer Experience Specialist,"TriNet Group, Inc.",1
"Asana, Inc.",Customer Experience Specialist,Deutsche Lufthansa AG,1
"Asana, Inc.",Customer Service,EPiServer Group AB,1
"Asana, Inc.",Customer Service,Accenture Plc,1
"Asana, Inc.",Customer Service,JPMorgan Chase & Co.,1
"Asana, Inc.",Customer Service,"Hootsuite, Inc.",1
"Asana, Inc.",Customer Service,"Amazon.com, Inc.",1
"Asana, Inc.",Customer Service,Wix.com Ltd.,1
"Asana, Inc.",Customer Service,Klarna Holding AB,1
"Asana, Inc.",Customer Service,Microsoft Corp.,1
"Asana, Inc.",Customer Service,Government of Hong Kong Special Administrative Region,1
"Asana, Inc.",Customer Success Specialist,Microsoft Corp.,28
"Asana, Inc.",Customer Success Specialist,"Salesforce, Inc.",23
"Asana, Inc.",Customer Success Specialist,Oracle Corp.,10
"Asana, Inc.",Customer Success Specialist,"Recruit Holdings Co., Ltd.",8
"Asana, Inc.",Customer Success Specialist,"DocuSign, Inc.",6
"Asana, Inc.",Customer Success Specialist,"Samsara, Inc.",5
"Asana, Inc.",Customer Success Specialist,"Dropbox, Inc.",5
"Asana, Inc.",Customer Success Specialist,"Amazon.com, Inc.",4
"Asana, Inc.",Customer Success Specialist,"Wrike, Inc.",4
"Asana, Inc.",Customer Success Specialist,"HubSpot, Inc.",4
"Asana, Inc.",Customer Success Specialist,"Zendesk, Inc.",4
"Asana, Inc.",Customer Success Specialist,"Datadog, Inc.",3
"Asana, Inc.",Customer Success Specialist,"SalesLoft, Inc.",3
"Asana, Inc.",Customer Success Specialist,"Meta Platforms, Inc.",3
"Asana, Inc.",Customer Success Specialist,"Twilio, Inc.",3
"Asana, Inc.",Customer Success Specialist,"Blackstone, Inc.",3
"Asana, Inc.",Customer Success Specialist,Accenture Plc,3
"Asana, Inc.",Customer Success Specialist,"Alphabet, Inc.",3
"Asana, Inc.",Customer Success Specialist,"Apple, Inc.",2
"Asana, Inc.",Customer Success Specialist,"Adobe, Inc.",2
"Asana, Inc.",Customer Success Specialist,"Pinterest, Inc.",2
"Asana, Inc.",Customer Success Specialist,"BrightEdge Technologies, Inc.",2
"Asana, Inc.",Customer Success Specialist,"Uber Technologies, Inc.",2
"Asana, Inc.",Customer Success Specialist,Trustpilot Group Plc,2
"Asana, Inc.",Customer Success Specialist,"Box, Inc.",2
"Asana, Inc.",Customer Success Specialist,AXA SA,2
"Asana, Inc.",Customer Success Specialist,"Qualtrics International, Inc.",2
"Asana, Inc.",Customer Success Specialist,X Holdings Corp.,2
"Asana, Inc.",Customer Success Specialist,"Autodesk, Inc.",2
"Asana, Inc.",Customer Success Specialist,"ContextLogic, Inc.",2
"Asana, Inc.",Customer Success Specialist,"BetterUp, Inc.",2
"Asana, Inc.",Customer Success Specialist,"Gap, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Sprout Social, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Wonolo, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Gartner, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Medallia, Inc.",1
"Asana, Inc.",Customer Success Specialist,SAP SE,1
"Asana, Inc.",Customer Success Specialist,International Business Machines Corp.,1
"Asana, Inc.",Customer Success Specialist,"Collibra, Inc.",1
"Asana, Inc.",Customer Success Specialist,"RingCentral, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Techtronic Industries Co., Ltd.",1
"Asana, Inc.",Customer Success Specialist,Ichor Holdings Ltd.,1
"Asana, Inc.",Customer Success Specialist,"Papaya Global, Inc.",1
"Asana, Inc.",Customer Success Specialist,Volkswagen AG,1
"Asana, Inc.",Customer Success Specialist,Adyen NV,1
"Asana, Inc.",Customer Success Specialist,"InVisionApp, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Samsung Electronics Co., Ltd.",1
"Asana, Inc.",Customer Success Specialist,"Texas Roadhouse, Inc.",1
"Asana, Inc.",Customer Success Specialist,Capita Plc,1
"Asana, Inc.",Customer Success Specialist,"memoryBlue, Inc.",1
"Asana, Inc.",Customer Success Specialist,PricewaterhouseCoopers International Ltd.,1
"Asana, Inc.",Customer Success Specialist,"Cloud Software Group, Inc.",1
"Asana, Inc.",Customer Success Specialist,"PLAID, Inc. (Japan)",1
"Asana, Inc.",Customer Success Specialist,Klarna Holding AB,1
"Asana, Inc.",Customer Success Specialist,"Okta, Inc.",1
"Asana, Inc.",Customer Success Specialist,Broadcom Inc.,1
"Asana, Inc.",Customer Success Specialist,"Momentive Global, Inc.",1
"Asana, Inc.",Customer Success Specialist,LendingClub Corp.,1
"Asana, Inc.",Customer Success Specialist,"Carry Technologies, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Verizon Communications, Inc.",1
"Asana, Inc.",Customer Success Specialist,Redcare Pharmacy NV,1
"Asana, Inc.",Customer Success Specialist,"Upwork, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Sift Science, Inc.",1
"Asana, Inc.",Customer Success Specialist,Southwest Airlines Co.,1
"Asana, Inc.",Customer Success Specialist,"Algolia, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Cisco Systems, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Sprinklr, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Amplitude, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Sumitomo Mitsui Trust Holdings, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Yelp, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Appier Group, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Zuora, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Compass, Inc. (New York)",1
"Asana, Inc.",Customer Success Specialist,"Latch, Inc.",1
"Asana, Inc.",Customer Success Specialist,Modern Life Inc.,1
"Asana, Inc.",Customer Success Specialist,"Workday, Inc.",1
"Asana, Inc.",Customer Success Specialist,"MongoDB, Inc.",1
"Asana, Inc.",Customer Success Specialist,WalkMe Ltd.,1
"Asana, Inc.",Customer Success Specialist,"New Relic, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Domo, Inc.",1
"Asana, Inc.",Customer Success Specialist,Thoma Bravo LP,1
"Asana, Inc.",Customer Success Specialist,"Trove Recommerce, Inc.",1
"Asana, Inc.",Customer Success Specialist,"View The Space, Inc.",1
"Asana, Inc.",Customer Success Specialist,Paylocity Holding Corp.,1
"Asana, Inc.",Customer Success Specialist,"Tipalti, Inc.",1
"Asana, Inc.",Customer Success Specialist,Unilever Plc,1
"Asana, Inc.",Customer Success Specialist,"WESCO International, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Block, Inc.",1
"Asana, Inc.",Customer Success Specialist,"R1 RCM, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Qualia Labs, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Hireku, Inc.",1
"Asana, Inc.",Customer Success Specialist,Nippon Telegraph & Telephone Corp.,1
"Asana, Inc.",Customer Success Specialist,Time Out Group Plc,1
"Asana, Inc.",Customer Success Specialist,"Intercom, Inc. (California)",1
"Asana, Inc.",Customer Success Specialist,"Zoom Video Communications, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Relatient, Inc.",1
"Asana, Inc.",Customer Success Specialist,Trane Technologies Plc,1
"Asana, Inc.",Customer Success Specialist,"MicroStrategy, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Vanta, Inc.",1
"Asana, Inc.",Customer Success Specialist,Ansarada Group Ltd.,1
"Asana, Inc.",Customer Success Specialist,Naspers Ltd.,1
"Asana, Inc.",Customer Success Specialist,Francisco Partners Management LP,1
"Asana, Inc.",Customer Success Specialist,"Podium Corp., Inc.",1
"Asana, Inc.",Customer Success Specialist,"ServiceNow, Inc.",1
"Asana, Inc.",Customer Success Specialist,"CoStar Group, Inc.",1
"Asana, Inc.",Customer Success Specialist,"eBay, Inc.",1
"Asana, Inc.",Customer Success Specialist,News Corp.,1
"Asana, Inc.",Customer Success Specialist,"Freshworks, Inc.",1
"Asana, Inc.",Customer Success Specialist,Deutsche Bank AG,1
"Asana, Inc.",Customer Success Specialist,Khoros LLC,1
"Asana, Inc.",Customer Success Specialist,Veralto Corp.,1
"Asana, Inc.",Customer Success Specialist,Ball Corp.,1
"Asana, Inc.",Customer Success Specialist,Stryder Corp.,1
"Asana, Inc.",Customer Success Specialist,"NextRoll, Inc.",1
"Asana, Inc.",Customer Success Specialist,"Infoblox, Inc.",1
"Asana, Inc.",Customer Success Specialist,"WizRocket, Inc.",1
"Asana, Inc.",Customer Success Specialist,Yudiz Solutions Ltd.,1
"Asana, Inc.",Customer Success Specialist,OutSystems - Software em Rede SA,1
"Asana, Inc.",Customer Success Specialist,"Navan, Inc.",1
"Asana, Inc.",Customer Success Specialist,Wix.com Ltd.,1
"Asana, Inc.",Customer Success Specialist,EPiServer Group AB,1
"Asana, Inc.",Customer Success Specialist,"Manhattan Associates, Inc.",1
"Asana, Inc.",Customer Support,Microsoft Corp.,2
"Asana, Inc.",Customer Support,Ancestry.com LLC,1
"Asana, Inc.",Customer Support,"Autodesk, Inc.",1
"Asana, Inc.",Customer Support,"Douyin Co., Ltd.",1
"Asana, Inc.",Customer Support,"Salesforce, Inc.",1
"Asana, Inc.",Customer Support,"Alphabet, Inc.",1
"Asana, Inc.",Customer Support,Shutterfly LLC,1
"Asana, Inc.",Customer Support,"Flexport, Inc.",1
"Asana, Inc.",Customer Support,Agnaten SE,1
"Asana, Inc.",Customer Support,Accenture Plc,1
"Asana, Inc.",Customer Support,"Coursera, Inc.",1
"Asana, Inc.",Customer Support,"Airbnb, Inc.",1
"Asana, Inc.",Data Analyst,"Gartner, Inc.",1
"Asana, Inc.",Data Analyst,"Eventbrite, Inc.",1
"Asana, Inc.",Data Analyst,Government of China,1
"Asana, Inc.",Data Engineer,"Meta Platforms, Inc.",2
"Asana, Inc.",Data Engineer,"Natera, Inc.",1
